pr_id,pr_url,issue_id,issue_url,non_test_code_changes,agent_result,agent_comment
7330,https://github.com/apache/gravitino/pull/7330,7177,https://github.com/apache/gravitino/issues/7177,69,Good PR,"The issue clearly outlines a specific implementation task (adding a Caffeine-based implementation for MetaCache), and it provides enough context without being a revert, vague request, or question."
7354,https://github.com/apache/gravitino/pull/7354,7178,https://github.com/apache/gravitino/issues/7178,477,Good PR,"The issue provides a specific and actionable subtask (implementing CachedEntityStore storage) without being a mere revert, vague request, or question."
7329,https://github.com/apache/gravitino/pull/7329,6860,https://github.com/apache/gravitino/issues/6860,543,Not Checked,
7258,https://github.com/apache/gravitino/pull/7258,6787,https://github.com/apache/gravitino/issues/6787,148,Not Checked,
7167,https://github.com/apache/gravitino/pull/7167,6788,https://github.com/apache/gravitino/issues/6788,113,Not Checked,
7197,https://github.com/apache/gravitino/pull/7197,6786,https://github.com/apache/gravitino/issues/6786,297,Not Checked,
7123,https://github.com/apache/gravitino/pull/7123,6799,https://github.com/apache/gravitino/issues/6799,478,Not Checked,
7229,https://github.com/apache/gravitino/pull/7229,7221,https://github.com/apache/gravitino/issues/7221,71,Not Checked,
7128,https://github.com/apache/gravitino/pull/7128,6814,https://github.com/apache/gravitino/issues/6814,270,Not Checked,
7037,https://github.com/apache/gravitino/pull/7037,6814,https://github.com/apache/gravitino/issues/6814,270,Not Checked,
6800,https://github.com/apache/gravitino/pull/6800,6798,https://github.com/apache/gravitino/issues/6798,417,Not Checked,
6969,https://github.com/apache/gravitino/pull/6969,6939,https://github.com/apache/gravitino/issues/6939,1758,Not Checked,
7052,https://github.com/apache/gravitino/pull/7052,6917,https://github.com/apache/gravitino/issues/6917,67,Not Checked,
7001,https://github.com/apache/gravitino/pull/7001,6917,https://github.com/apache/gravitino/issues/6917,67,Not Checked,
7015,https://github.com/apache/gravitino/pull/7015,6813,https://github.com/apache/gravitino/issues/6813,75,Not Checked,
7010,https://github.com/apache/gravitino/pull/7010,6813,https://github.com/apache/gravitino/issues/6813,75,Not Checked,
6961,https://github.com/apache/gravitino/pull/6961,6939,https://github.com/apache/gravitino/issues/6939,1758,Not Checked,
6949,https://github.com/apache/gravitino/pull/6949,6815,https://github.com/apache/gravitino/issues/6815,931,Not Checked,
6861,https://github.com/apache/gravitino/pull/6861,6815,https://github.com/apache/gravitino/issues/6815,931,Not Checked,
6933,https://github.com/apache/gravitino/pull/6933,6893,https://github.com/apache/gravitino/issues/6893,193,Not Checked,
6924,https://github.com/apache/gravitino/pull/6924,6893,https://github.com/apache/gravitino/issues/6893,193,Not Checked,
6932,https://github.com/apache/gravitino/pull/6932,6781,https://github.com/apache/gravitino/issues/6781,287,Not Checked,
6891,https://github.com/apache/gravitino/pull/6891,6781,https://github.com/apache/gravitino/issues/6781,287,Not Checked,
6918,https://github.com/apache/gravitino/pull/6918,6890,https://github.com/apache/gravitino/issues/6890,446,Not Checked,
6915,https://github.com/apache/gravitino/pull/6915,6890,https://github.com/apache/gravitino/issues/6890,446,Not Checked,
6865,https://github.com/apache/gravitino/pull/6865,6780,https://github.com/apache/gravitino/issues/6780,136,Not Checked,
6844,https://github.com/apache/gravitino/pull/6844,6704,https://github.com/apache/gravitino/issues/6704,279,Not Checked,
6821,https://github.com/apache/gravitino/pull/6821,6695,https://github.com/apache/gravitino/issues/6695,296,Not Checked,
6820,https://github.com/apache/gravitino/pull/6820,6346,https://github.com/apache/gravitino/issues/6346,137,Not Checked,
6761,https://github.com/apache/gravitino/pull/6761,6758,https://github.com/apache/gravitino/issues/6758,590,Not Checked,
6751,https://github.com/apache/gravitino/pull/6751,6750,https://github.com/apache/gravitino/issues/6750,258,Not Checked,
6801,https://github.com/apache/gravitino/pull/6801,6741,https://github.com/apache/gravitino/issues/6741,887,Not Checked,
6770,https://github.com/apache/gravitino/pull/6770,6693,https://github.com/apache/gravitino/issues/6693,339,Not Checked,
6746,https://github.com/apache/gravitino/pull/6746,6712,https://github.com/apache/gravitino/issues/6712,876,Not Checked,
6765,https://github.com/apache/gravitino/pull/6765,6234,https://github.com/apache/gravitino/issues/6234,542,Not Checked,
6211,https://github.com/apache/gravitino/pull/6211,6133,https://github.com/apache/gravitino/issues/6133,216,Not Checked,
6574,https://github.com/apache/gravitino/pull/6574,6570,https://github.com/apache/gravitino/issues/6570,280,Not Checked,
6743,https://github.com/apache/gravitino/pull/6743,6740,https://github.com/apache/gravitino/issues/6740,348,Not Checked,
6469,https://github.com/apache/gravitino/pull/6469,6467,https://github.com/apache/gravitino/issues/6467,30,Not Checked,
6569,https://github.com/apache/gravitino/pull/6569,6566,https://github.com/apache/gravitino/issues/6566,213,Not Checked,
6575,https://github.com/apache/gravitino/pull/6575,6536,https://github.com/apache/gravitino/issues/6536,176,Not Checked,
